2025-11-18 14:02:04,884 INFO    MainThread:2094662 [wandb_setup.py:_flush():80] Current SDK version is 0.23.0
2025-11-18 14:02:04,895 INFO    MainThread:2094662 [wandb_setup.py:_flush():80] Configure stats pid to 2094662
2025-11-18 14:02:04,895 INFO    MainThread:2094662 [wandb_setup.py:_flush():80] Loading settings from /users/chengjun/.config/wandb/settings
2025-11-18 14:02:04,895 INFO    MainThread:2094662 [wandb_setup.py:_flush():80] Loading settings from /projappl/project_2016517/chengjun/NeAR_fix_Public-Cardiac-CT-Dataset/repairing/near_repairing/stage1_coronary/wandb/settings
2025-11-18 14:02:04,895 INFO    MainThread:2094662 [wandb_setup.py:_flush():80] Loading settings from environment variables
2025-11-18 14:02:04,895 INFO    MainThread:2094662 [wandb_init.py:setup_run_log_directory():713] Logging user logs to ./wandb/run-20251118_140204-4e28gksm/logs/debug.log
2025-11-18 14:02:04,895 INFO    MainThread:2094662 [wandb_init.py:setup_run_log_directory():714] Logging internal logs to ./wandb/run-20251118_140204-4e28gksm/logs/debug-internal.log
2025-11-18 14:02:04,895 INFO    MainThread:2094662 [wandb_init.py:init():840] calling init triggers
2025-11-18 14:02:04,895 INFO    MainThread:2094662 [wandb_init.py:init():845] wandb.init called with sweep_config: {}
config: {'_wandb': {}}
2025-11-18 14:02:04,895 INFO    MainThread:2094662 [wandb_init.py:init():888] starting backend
2025-11-18 14:02:06,107 INFO    MainThread:2094662 [wandb_init.py:init():891] sending inform_init request
2025-11-18 14:02:06,125 INFO    MainThread:2094662 [wandb_init.py:init():899] backend started and connected
2025-11-18 14:02:06,127 INFO    MainThread:2094662 [wandb_init.py:init():969] updated telemetry
2025-11-18 14:02:06,356 INFO    MainThread:2094662 [wandb_init.py:init():993] communicating run to backend with 90.0 second timeout
2025-11-18 14:02:07,234 INFO    MainThread:2094662 [wandb_init.py:init():1040] starting run threads in backend
2025-11-18 14:02:10,382 INFO    MainThread:2094662 [wandb_run.py:_console_start():2504] atexit reg
2025-11-18 14:02:10,382 INFO    MainThread:2094662 [wandb_run.py:_redirect():2352] redirect: wrap_raw
2025-11-18 14:02:10,382 INFO    MainThread:2094662 [wandb_run.py:_redirect():2421] Wrapping output streams.
2025-11-18 14:02:10,382 INFO    MainThread:2094662 [wandb_run.py:_redirect():2444] Redirects installed.
2025-11-18 14:02:10,428 INFO    MainThread:2094662 [wandb_init.py:init():1080] run started, returning control to user process
2025-11-18 14:02:12,074 INFO    MainThread:2094662 [wandb_run.py:_config_callback():1385] config_cb None None {'n_samples': 998, 'latent_dimension': 256, 'decoder_channels': [64, 48, 32, 16], 'lr': 0.001, 'l2_penalty_weight': 0.0001, 'use_cosine_schedule': True, 'warmup_ratio': 0.01, 'total_steps': None, 'milestones': [100, 200], 'gamma': 0.5}
