case_id,shape_mismatch,Dice_Myocardium,Dice_LA,Dice_LV,Dice_RA,Dice_RV,Dice_Aorta,Dice_PA,Dice_LAA,Dice_Coronary,Dice_PV,CC_Myocardium,CC_LA,CC_LV,CC_RA,CC_RV,CC_Aorta,CC_PA,CC_LAA,CC_Coronary,CC_PV,Conn_PV_LA,Conn_LAA_LA,Conn_Cor_MyoAo
219,False,0.9523633188846695,0.9680389745924516,0.9801671581240726,0.96859713818151,0.9513251600186158,0.9611164055217541,0.9048570413780856,0.7997271647874159,0.2886602905394011,0.8565642348893581,1,1,1,1,1,2,2,1,2,3,1.0,1.0,1.0
172,False,0.9532029237538522,0.9708314435847043,0.9814593694796118,0.9603713034571667,0.9468246236998398,0.9605242949206712,0.917180562798072,0.7960220865005785,0.3639606509147743,0.8776546853079193,1,1,1,1,1,2,1,1,2,3,1.0,1.0,1.0
6,False,0.951140671045,0.9747623226728932,0.9831816136698182,0.9696434273132758,0.9558597571203122,0.9579453756609099,0.9183346392193176,0.6370068740298748,0.45781196188726897,0.8705316493196997,1,1,1,1,1,2,1,1,2,2,1.0,1.0,1.0
841,False,0.9544379705400982,0.9723603388589596,0.9838447506913159,0.9756148771794558,0.9461604904416666,0.9556310368148161,0.8997994774260193,0.8527881109863911,0.47341851322373124,0.8632821428012336,1,1,1,1,1,2,2,1,2,3,1.0,1.0,1.0
201,False,0.9444737238367715,0.9713309513382861,0.9817027485565416,0.9736539381424054,0.9514202274409528,0.9566730486719126,0.8894666540670724,0.7856354296871436,0.46783601191725066,0.8822041003545419,1,1,1,1,1,2,1,1,2,3,1.0,1.0,0.5
122,False,0.9345492892805459,0.9712804631283299,0.9773994374653017,0.9657006714316656,0.9377898638321969,0.9558834684283408,0.8755755383841187,0.7879702353062634,0.34116504854368934,0.8534084159718516,1,1,1,1,1,2,2,1,2,3,1.0,1.0,1.0
527,False,0.9567222020930138,0.9724993465327465,0.9823352665257984,0.954711095819196,0.9458391358349957,0.9611436305844845,0.8890111127028631,0.4939577880492287,0.3693412104142337,0.8485454536713413,1,1,1,1,1,2,1,1,1,2,1.0,1.0,1.0
165,False,0.9295147925083236,0.9715089422305496,0.9734701180355994,0.9710606036741273,0.942353499266386,0.9582860525579426,0.902277106517695,0.7773435221373155,0.5312513706741524,0.8685279853191769,1,1,1,1,1,2,2,1,1,2,1.0,1.0,1.0
432,False,0.95095019351105,0.976679191649625,0.9807840097382998,0.9646092271216521,0.9591667246681582,0.9605020641401795,0.9179097162745631,0.8028618146962454,0.30477649807206825,0.8766532765567936,1,2,1,1,1,2,1,1,2,2,1.0,1.0,1.0
557,False,0.9432158922183312,0.9688556172361762,0.9801425947995186,0.9762236569761972,0.9413397693107474,0.9550222858550085,0.9059192991880333,0.7965426429873725,0.4160314379054022,0.8432312882950993,1,1,1,1,1,2,1,1,2,2,1.0,1.0,1.0
625,False,0.9506456878431645,0.9631479131704256,0.9787948646349462,0.9738164230875156,0.9420832006791893,0.9536637248246209,0.8947941766931897,0.8376328407593304,0.31152760691801146,0.8554366501204265,1,1,1,1,1,2,1,1,1,3,1.0,1.0,1.0
895,False,0.9463809578921464,0.9746094798432552,0.9813750540508668,0.96353583703521,0.9522149362909537,0.9570825644492353,0.9233459481418357,0.7732385935179931,0.4791009886551288,0.8650863279815026,1,3,1,1,1,2,2,1,1,2,1.0,1.0,1.0
321,False,0.9573916315315553,0.9767336555549841,0.9779615275109976,0.973609293028546,0.9501375014744692,0.9376723935845577,0.8940224799445823,0.8279300987404699,0.5100811123986095,0.8152697634997852,1,1,1,1,1,2,1,1,2,2,1.0,1.0,1.0
936,False,0.9392461307589728,0.9770540780180565,0.9806848592349426,0.9722978730705221,0.9533924206337016,0.9563940258697033,0.919579332652095,0.8074792243767313,0.6471567221975052,0.8388340372687759,1,1,1,1,1,2,1,1,2,3,1.0,1.0,1.0
554,False,0.9322515821021098,0.9743245104511497,0.9784475940017583,0.9771828926129218,0.9276469264180822,0.9560807927836972,0.8848356404444999,0.808472002113048,0.38646862340985005,0.8780012348116599,1,1,1,1,1,2,2,1,2,3,1.0,1.0,0.5
830,False,0.9376120809065153,0.9788687882929763,0.9809246390546588,0.966752269387643,0.949125646248022,0.952922713561228,0.8667005772165336,0.808353357362168,0.4648339060710195,0.8560017551842943,1,1,1,1,1,2,1,1,1,3,1.0,1.0,1.0
