filename,original_cc,final_cc
1000_refined.npy,1,1
100_refined.npy,1,1
101_refined.npy,1,1
102_refined.npy,3,1
103_refined.npy,1,1
104_refined.npy,1,1
105_refined.npy,4,1
106_refined.npy,2,1
10_refined.npy,3,1
1_refined.npy,6,1
